Source_Name,Frac_Variability,Unc_Frac_Variability
J0429.0-0006,1.060034,0.34345618
J0429.3-3238,0.0,10.0
J0429.3-4326,0.32524332,0.33405998
J0429.8+2843,0.12798889,0.16304193
J0429.9-3101,0.23193793,0.14714006
J0430.2-0356,0.80151504,0.31603283
J0430.3-2507,0.044730026,0.6066727
J0430.3+1654,0.36989638,0.14887874
J0431.8+7403,0.40824234,0.14061835
J0432.0+1732,0.51670617,0.27479896
J0433.0+0522,0.8824693,0.21436305
J0433.1+3227,0.28029016,0.26315492
J0433.5-1039,0.0,10.0
J0433.6-6030,0.5590007,0.13867427
J0433.6+2905,0.5286141,0.13108526
J0433.7-5725,0.28621203,0.1443925
J0434.1-2014,0.45006576,0.16688593
J0434.4-2342,0.0,10.0
J0434.7+0922,0.48175845,0.15083992
J0435.4-2623,0.0,10.0
J0436.2-0038,0.47005156,0.49098083
J0436.7-7148,0.21382646,0.36052936
J0436.8-5223,0.8563042,0.29983392
J0437.2-5846,0.0,10.0
J0437.4-6155,0.0,10.0
J0438.4-1254,0.5843021,0.21292396
J0438.7-3441,0.2552015,0.8833441
J0438.9-4521,0.21428913,0.074786484
J0439.2+2151,0.4476276,0.27341774
J0439.4-3202,0.27021593,0.2034087
J0439.8-1859,0.24719091,0.15931858
J0440.2-2458,0.0,10.0
J0440.3-4333,1.6435966,0.39133394
J0440.4+1440,0.0,10.0
J0440.8+2749,0.0,10.0
J0441.3-2617,0.0,10.0
J0441.5+1505,0.0,10.0
J0442.6-0017,0.62698245,0.14905785
J0442.7+6142,0.0,10.0
J0443.3-6652,0.5762623,0.17048982
J0443.4-4152,0.0,10.0
J0444.5+0719,0.6939293,0.24747697
J0444.6+3425,0.3544873,0.16402395
J0445.1-6012,0.4369101,0.1865157
J0447.2-2539,0.0,10.0
J0447.4-2747,0.95095533,0.36549106
J0448.6-1632,0.22496301,0.10201427
J0449.1+1121,0.3941914,0.097486496
J0449.2+6329,1.3115996,0.3140867
J0449.4-4350,0.2756535,0.06657468
J0449.6-8100,0.0,10.0
J0449.6+3027,0.35750535,0.45402923
J0450.3-4419,0.49426243,0.13761446
J0450.4+7230,0.5049479,0.2896149
J0450.7-4938,0.3326638,0.39664957
J0451.8-4651,1.1854479,0.29289585
J0451.8+5721,0.36597967,0.2975929
J0452.0+2100,0.0,10.0
J0453.1-2806,0.4590985,0.1113131
J0453.1+6322,0.415874,0.20823364
J0455.7-4617,0.50777066,0.1263993
J0456.2+2702,0.8454102,0.23112006
J0456.3-1634,0.21872623,0.47301227
J0456.4-4043,0.5361836,0.37314746
J0456.6-3136,0.26457033,0.1067741
J0457.0+0646,1.087071,0.29255205
J0457.0-2324,0.4829015,0.11407254
J0458.0+1152,0.0,10.0
J0459.4+1921,0.40556476,0.5590223
J0500.1+5447,0.012049315,8.937211
J0500.2+5237,0.13850828,0.24512437
J0500.6-4911,0.4694071,0.21696994
J0501.0+2424,0.0,10.0
J0501.2-0158,0.62714624,0.14871636
J0501.7+3048,0.0,10.0
J0502.4+0609,0.7389518,0.210205
J0502.5+1340,0.6067886,0.22725175
J0502.5+3438,0.4485017,0.12109567
J0502.9+6533,0.0,10.0
J0503.1-6045,0.6823264,0.32776633
J0503.5-1116,0.20166121,0.3371165
J0503.6+4518,0.24788256,0.17086628
J0505.3+0459,1.1114894,0.26254752
J0505.6+0415,0.10376898,0.2855393
J0505.6-1558,0.48636898,0.22247827
J0505.6+6405,1.166114,0.2874571
J0505.8+3322,0.26029444,0.36251742
J0505.8-0419,0.7056419,0.19221105
J0505.8-3817,0.5855314,0.22785993
J0506.0+6113,0.28062367,0.12868123
J0506.0-0357,0.0,10.0
J0506.7-0857,0.37067556,0.16863357
J0506.9+0323,0.0,10.0
J0506.9-5435,0.21564046,0.11980488
J0507.4-3346,0.16390239,0.3698828
J0507.7-6104,0.5012308,0.13280044
J0507.9+4647,0.122839734,0.3871766
J0507.9+6737,0.29584914,0.082728475
J0508.2-1937,0.31891668,0.24394363
J0508.2+5211,0.47271466,0.4305987
J0509.1+1943,0.06413694,0.5412794
J0509.2+5550,0.2276578,0.25737038
J0509.3-2917,0.0,10.0
J0509.4+1012,0.68775713,0.18253046
J0509.4+0542,0.6656028,0.15789042
J0509.6+8425,0.0,10.0
J0509.6-0402,0.26900992,0.31650952
J0509.9-6417,0.45655963,0.17353801
J0510.0+1800,1.4155769,0.33477047
J0510.4-1809,0.7258786,0.24099612
J0511.4-6804,0.705261,0.31946132
J0512.8+4041,0.5471259,0.15393464
J0513.9-3746,0.45113385,0.41992968
J0514.5+6247,0.4875882,0.27136752
J0515.5-0125,0.32057297,0.307278
J0515.6-4556,1.3555294,0.3219561
J0515.8+1527,0.37538463,0.11066274
J0515.9+0537,0.0,10.0
J0516.1-7240,0.0,10.0
J0516.4+7350,0.0,10.0
J0516.7-6207,0.44070387,0.10827837
J0516.8-0509,0.5252757,0.19671404
J0517.5+0858,0.30032754,0.4514668
J0517.7-1758,0.61134696,0.24375837
J0519.0+0851,0.1288196,0.12315811
J0519.6+2744,0.5732004,0.38131264
J0519.6-4544,0.0,10.0
J0521.2+1637,1.2820717,0.357309
J0521.3-1734,0.0,10.0
J0521.6+0103,0.646557,0.29930902
J0521.7+2112,0.47757235,0.11376859
J0521.8-3848,0.78715384,0.20313834
J0522.9-3628,0.3701701,0.08840424
J0524.5+2839,0.10126163,0.22939204
J0524.6-2819,1.3963453,0.43741962
J0525.4-4600,0.0,10.0
J0525.6-2008,0.19411138,0.59341127
J0525.6-6013,0.10752237,0.18355387
J0525.8-0052,0.56128556,0.19483636
J0526.1+6318,0.40700254,0.32616037
J0526.2-4830,0.72073585,0.17176269
J0526.3+2246,0.764965,0.31196252
J0526.7-1519,0.0,10.0
J0527.3-6223,0.0,10.0
J0528.7-5920,0.24827862,0.20458865
J0529.1-0101,0.0,10.0
J0529.1+0935,0.22571935,0.2624675
J0529.3-7243,0.8770427,0.24703047
J0529.4-0521,0.27046183,0.25845253
J0530.9+1332,1.1365374,0.2724545
J0532.0-4827,1.4926238,0.352491
J0532.6+0732,0.47981438,0.114717625
J0532.8-3941,0.38615364,0.11564223
J0532.9-8325,1.6003813,0.41115424
J0533.0-8446,1.032385,0.32944041
J0533.1-6119,0.0,10.0
J0533.3-5549,0.30864558,0.33489472
J0533.3+4823,0.35605195,0.08754995
J0533.8-3749,0.8516619,0.27946573
J0536.0-2754,0.35347575,0.2851914
J0536.2+1733,0.35001284,0.2003799
J0536.4-3401,0.6605425,0.15878859
J0536.4-3343,0.25079224,0.115241416
J0536.5-2548,0.0,10.0
J0537.7-5717,0.217306,0.15570183
J0538.2-3910,1.0260667,0.34286264
J0538.6+0443,0.0,10.0
J0538.8-4405,0.8511364,0.20078394
J0539.0+1644,0.6826998,0.2914757
J0539.6+1432,1.2290776,0.301704
J0539.7-0521,0.0,10.0
J0539.9-2839,0.3617728,0.0927622
J0540.0+1209,0.0,10.0
J0540.5+5823,0.2419528,0.13253716
J0540.8-5415,1.0193436,0.25882837
J0541.1-4854,0.35750616,0.28863826
J0541.4-7334,0.3198362,0.3117187
J0541.6-0541,0.29925,0.24854872
J0542.4+3547,0.0,10.0
J0542.8-3458,0.0,10.0
J0542.9-0913,0.4974682,0.14036918
J0543.9-5531,0.2959704,0.08349381
J0545.0+0613,0.20030624,0.22587924
J0546.9-2206,0.0,10.0
J0548.5-5218,0.21310268,0.7449275
J0549.0+3258,0.4032826,0.35194755
J0550.3-5733,0.36975333,0.2911702
J0550.5-3216,0.12560092,0.30052325
J0550.9+2552,0.0,10.0
J0551.0-1622,0.901269,0.2968931
J0551.8-3517,0.08026314,1.9198896
J0552.4+3755,0.0,10.0
J0552.8+0313,0.8327729,0.24064253
J0553.5-2034,0.2765443,0.11968826
J0554.3-1009,0.25599688,0.28660277
J0555.1+0304,0.49841937,0.20218427
J0555.6+3947,0.56769454,0.14137825
J0556.2-4352,0.44888458,0.14462654
J0557.3-0615,0.0,10.0
J0557.6-0721,0.5065074,0.4031228
J0558.0-3837,0.19121815,0.12160693
J0558.1-2859,0.30671367,0.34533608
J0558.8-7459,0.26659346,0.115128346
J0559.6+3044,0.0,10.0
J0559.9+6409,0.0,10.0
J0600.3+1244,0.23088606,0.34081018
J0600.6-3939,0.0,10.0
J0601.0+3838,0.067395136,0.26372957
J0601.1-7035,0.7817795,0.18712471
J0601.3-7238,0.29290324,0.4788391
J0601.3+5444,0.2339689,0.6180866
J0601.4+2320,0.0,10.0
J0601.8-2003,0.4289138,0.16616975
J0602.0+5315,0.5245244,0.14604309
J0602.7-0007,0.0,10.0
J0602.8-4019,0.14443108,0.08260075
J0602.8+6041,0.0,10.0
J0603.9+2159,0.4479375,0.18898357
J0604.1-4816,0.53439873,0.21765877
J0604.5-4851,0.39734748,0.56195116
J0604.8+4411,0.48571348,0.23768887
J0604.9-0000,0.0,10.0
J0606.5-4730,0.38759702,0.19996515
J0606.9+4402,0.0,10.0
J0607.2-2518,0.31621423,0.40564892
J0607.4+4739,0.27436233,0.07107846
J0608.0+6721,0.82511616,0.21530451
J0608.0-0835,0.7547727,0.18293528
J0608.1-6028,0.8745611,0.25254208
J0608.1-1521,1.0639913,0.25787058
J0608.9-5456,0.5485804,0.1472077
J0609.0-2219,0.6793482,0.30466014
J0609.2-0247,0.07463578,0.24090092
J0609.5+1402,0.0,10.0
J0610.1-1848,0.45362332,0.15365046
J0610.7+1656,0.0,10.0
J0610.9-6054,0.6850482,0.2401909
J0611.1+4325,0.0,10.0
J0611.6-2712,1.000391,0.26150587
J0611.6+2803,0.5639077,0.24697149
J0612.5-3138,0.5119318,0.15691681
J0612.5-3934,0.6630292,0.29180977
J0612.8+4122,0.21271859,0.05581007
J0614.8+6136,0.90986615,0.28435406
J0614.9+2426,0.0,10.0
J0615.3-3117,0.49018863,0.19046009
J0616.1-1732,0.0,10.0
J0616.7-1049,0.25266203,0.4344539
J0616.9+4340,0.0,10.0
J0617.2+5701,0.27594775,0.08062777
J0617.7-1715,0.19143763,0.124209
J0618.1-2428,0.0,10.0
J0618.9-1138,0.7566896,0.26847184
J0620.3+3804,0.0,10.0
J0620.5-2512,0.6954764,0.18075922
J0620.7+2643,0.39648652,0.43822855
J0621.2-4648,0.120389454,0.7486517
J0621.2-2213,0.6408312,0.2800087
J0621.7-3411,0.0,10.0
J0621.8+1746,0.4468543,0.35776746
J0622.3-2605,0.41667613,0.10646617
J0622.4-6433,0.0,10.0
J0622.7-4141,0.17217627,0.2708429
J0622.9+3326,1.6174616,0.38214517
J0623.0-3010,0.83946043,0.2656302
J0623.2+3044,0.3418023,0.16535987
J0623.7-3348,1.0488276,0.26104692
J0623.9-5259,0.0,10.0
J0624.2-2943,0.0,10.0
J0625.3+4439,0.27965927,0.10026686
J0625.8-5441,0.43199086,0.15984453
J0626.4-4259,0.68786556,0.22491919
J0626.4-1712,0.0,10.0
J0627.0-3529,0.15796268,0.0710402
J0628.6+6900,0.0,10.0
J0628.8-6250,0.35239175,0.10976012
J0629.3-1959,0.79772335,0.1921422
J0629.6+2435,0.51302963,0.26806846
J0630.2+3228,0.0,10.0
J0630.9-2406,0.26998568,0.06883267
J0631.1+2020,0.9706074,0.26646155
J0632.0-1032,0.0,10.0
J0633.4-2222,0.8811277,0.22943486
J0634.9-2335,0.31522852,0.123918355
J0635.6-7518,0.9661652,0.23191062
J0636.5+7138,1.304808,0.32452717
J0637.4-3537,0.0,10.0
J0638.2+6020,0.4948764,0.28993928
J0638.6+7320,0.5680665,0.15873463
J0638.7+2753,0.0,10.0
J0638.7+5658,0.767506,0.30400702
J0639.6+3503,0.3460714,0.25273323
J0640.0-1253,0.0,10.0
J0640.8+2432,0.6401432,0.35308218
J0641.7-0320,0.9458479,0.22834302
J0643.2-5356,0.87318295,0.25083846
J0643.3+0857,0.8449472,0.20401542
J0644.4-6712,1.3647157,0.32329458
J0644.6+6039,0.6529875,0.201104
J0644.6-2853,0.15421247,0.40695587
J0646.4-5455,0.0,10.0
J0646.7-3913,0.4792607,0.17383927
J0647.0-5138,0.31879738,0.39871094
J0647.7-4418,0.24189015,0.30774948
J0647.7-6058,0.65263826,0.17374781
J0647.8+4527,0.056548655,0.30292222
J0648.0-3045,0.9536402,0.22894971
J0648.1+1605,0.0,10.0
J0648.2+1745,0.0,10.0
J0648.4-1743,1.4766884,0.3495753
J0648.4-6941,0.0,10.0
J0648.7+1516,0.2818376,0.097329736
J0649.3+2230,0.0,10.0
J0649.5-3139,0.49489298,0.18622166
J0650.2-1636,0.47691226,0.14192195
J0650.5-2851,0.75435054,0.2654825
J0650.7+2503,0.47895414,0.116629
J0651.0+4013,0.16854459,0.14068516
J0651.4+6525,0.24922588,0.15280311
J0651.5+7956,0.0,10.0
J0652.1-4813,0.0,10.0
J0652.5+1932,0.0,10.0
J0653.6+1636,0.059680577,0.7706569
J0653.7+2815,0.1112588,0.18808228
J0654.0-4152,0.32965806,0.54892105
J0654.3+0923,0.58948636,0.35981566
J0654.3+5042,0.67809653,0.164956
J0654.4+4514,1.197289,0.2849898
J0654.6-4952,0.06381039,0.82483894
J0654.7+4246,0.4429339,0.1917531
J0655.4-2631,0.20730573,0.32006794
J0656.3-0322,0.4550396,0.11747891
J0656.3+4235,0.33552748,0.3392775
J0656.3-2404,0.0,10.0
J0658.1-5840,0.0,10.0
J0658.2+2709,0.28898063,0.51289195
J0658.6+0636,0.0,10.0
J0659.6-2742,0.54930115,0.1792047
J0659.6-6742,0.0,10.0
J0659.9+1709,0.65420556,0.21179222
J0700.1-6311,0.43091112,0.24160689
J0700.2+1304,0.0,10.0
J0700.5-6610,0.30611676,0.07482531
J0701.5+2511,0.0,10.0
J0701.5-4634,0.8218189,0.19762732
J0702.7-1951,0.6218132,0.15443662
J0703.2+6809,0.42501843,0.5952887
J0703.2-3914,0.16710676,0.15366963
J0703.3-1042,0.0,10.0
J0703.3-0050,0.38122964,0.12643169
J0704.7+4508,0.0,10.0
J0704.8+4907,0.64275044,0.17077968
J0705.7-4848,0.1787232,0.11992944
J0705.9+5309,0.41980723,0.2509484
J0706.1+0246,0.0,10.0
J0706.5+3744,0.0,10.0
J0706.8+7742,0.6072219,0.15056315
J0706.9+6109,0.32602337,0.14429757
J0708.9+4839,0.0,10.0
J0709.0+4304,0.2004285,1.0559764
J0709.1+2241,0.6121256,0.15868254
J0709.2-1527,0.5327957,0.24829005
J0709.3+0540,0.43381834,0.20537615
J0709.7-0255,0.6018707,0.14819479
J0710.4+5908,0.37118435,0.12533951
J0710.8-3851,0.7879259,0.20193778
J0710.9+4733,0.6778922,0.18642327
J0712.4+5724,1.2001,0.50017667
J0712.5+3311,0.0,10.0
J0712.7+5033,0.43119937,0.11140102
J0713.0+5738,1.633658,0.39743042
J0713.5+2537,0.0,10.0
J0713.8+1935,1.2723932,0.30282557
J0714.4+1110,0.41867226,0.3064021
J0715.3-6828,0.47832367,0.3647697
J0715.6-4528,0.29031536,0.18007022
J0717.7-5519,0.0,10.0
J0718.0+4536,0.8055532,0.20113772
J0718.6-4319,0.09292641,0.05523064
J0719.1-7055,0.0,10.0
J0719.3+3307,0.71087056,0.16896866
J0719.7-4012,0.0,10.0
J0720.0-3507,1.1605853,0.31480178
J0720.0-6237,0.3750248,0.17207532
J0721.3-0222,0.2519528,0.53676325
J0721.3+0405,0.44349816,0.11589688
J0721.9+7120,0.34357667,0.08124783
J0722.7+3606,0.43828377,0.24361303
J0723.0-0732,0.18133153,0.230784
J0723.4+5841,0.0,10.0
J0723.5+2900,0.9696028,0.3026453
J0723.7+2050,0.14877403,0.3171093
J0725.2+1425,1.0706269,0.25315326
J0725.5+0216,0.35931572,0.14573604
J0725.5-0504,0.0,10.0
J0725.6-3530,0.69256556,0.35072854
J0725.8-0054,0.25326404,0.09848447
J0726.1+8114,0.0,10.0
J0726.4-4727,0.56576484,0.14366746
J0727.1+3734,0.0,10.0
J0727.4+5325,0.0,10.0
J0728.0+6735,0.22269435,0.14505403
J0728.2+4827,0.20050305,0.35753813
J0728.5+6128,0.0,10.0
J0729.1-3131,0.0,10.0
J0729.1+5703,0.7913224,0.24984413
J0730.1+6852,0.0,10.0
J0730.3-1141,0.5644449,0.13353555
J0730.4+3308,0.0,10.0
J0730.5-0535,0.4690327,0.133241
J0730.7-6602,0.08359326,0.39269894
J0731.2-1403,0.0,10.0
J0731.8-3009,0.29770073,0.32952905
J0731.9+2805,0.074321926,1.4662476
J0732.7-4638,0.85562605,0.22591548
J0733.0+4915,0.0,10.0
J0733.1+5910,0.0,10.0
J0733.4+5152,0.25636953,0.30257595
J0733.5-5445,0.97594714,0.2512977
J0733.6+3649,0.6437695,0.25073144
J0733.7+0205,0.060607925,2.5292215
J0733.7+4110,0.10956692,0.2762293
J0733.8+0455,0.9379532,0.23770571
J0734.0+5021,0.6487114,0.17454083
J0734.4-7711,0.65340143,0.16406438
J0737.3-8247,0.0,10.0
J0738.1+1742,0.26366588,0.06640424
J0738.4+1539,0.17328133,0.90206623
J0739.2+0137,0.8563049,0.20252384
J0739.7+1743,0.65517336,0.26549453
J0739.8-6722,0.72516406,0.22147161
J0740.0-0753,0.50575304,0.3093831
J0740.4+7300,0.43287545,0.18459044
J0740.9+3203,0.0,10.0
J0741.0+3226,0.0,10.0
J0741.2-5140,0.39372346,0.28269544
J0741.4-4709,0.47843277,0.17160983
J0742.1+4902,0.18990347,0.5264379
J0742.6+5443,1.358263,0.32101193
J0742.9-5242,0.59930795,0.20183182
J0743.0-5622,0.5364195,0.19491668
J0743.1+1713,0.16779602,0.3509894
J0743.3-4912,0.0,10.0
J0743.6-3805,0.934773,0.29309133
J0744.1+7434,0.15958764,0.1528082
J0744.2-6918,0.26882073,0.24394687
J0745.4-2447,0.32506603,0.17878038
J0746.0-0039,0.0,10.0
J0746.3-0225,0.48786646,0.17292696
J0746.4+2546,0.724814,0.19025856
J0746.5+2730,0.66439474,0.20480399
J0746.5-0710,0.31176734,0.13541129
J0746.6-4754,0.45814443,0.124402195
J0747.2+4529,0.2616443,0.4705138
J0747.3-3310,0.6430783,0.1644383
J0747.5+0905,0.0,10.0
J0747.5-4927,0.21649402,0.18024696
J0748.0-1638,0.36533675,0.11780506
J0748.3+8511,0.28042638,0.20196557
J0748.3+4928,0.5803629,0.23275018
J0748.6+2400,0.821245,0.2067154
J0749.0-3904,0.0,10.0
J0749.0-2956,0.0,10.0
J0749.2+2314,0.0,10.0
J0749.3+4453,0.49052772,0.14648265
J0749.4+1058,0.20067611,0.16386825
J0749.6+1324,0.06765108,0.53135675
J0749.7+7450,0.41909847,0.27632535
J0749.9+1823,0.7924855,0.3413062
J0750.8+1229,0.82558006,0.20589653
J0751.0+7908,0.78331435,0.19677086
J0751.0-5131,1.4916644,0.355218
J0751.4-0421,0.0,10.0
J0751.4+2655,0.52881455,0.43997142
J0752.2+3313,1.8258497,0.43167898
J0752.3-1631,0.0,10.0
J0753.0+5353,0.09534583,0.060779132
J0753.9+0923,0.9044568,0.2688881
J0754.0+0451,0.45230764,0.21809751
J0754.4-1148,0.17415923,0.06277335
J0754.7+4823,0.36481652,0.09511333
J0756.3-6431,0.0,10.0
J0757.1-3729,0.4978288,0.4514215
J0757.1+0956,0.18581253,0.06406977
J0758.1+1134,0.35551292,0.26457986
J0758.7+3746,0.0,10.0
J0758.9+2703,0.15108937,0.1505699
J0759.6+1321,0.49657992,0.21349439
J0800.3+5611,0.23603117,0.3296992
J0800.4-2257,0.6516926,0.21028747
J0800.9+4401,0.72105134,0.21281831
J0801.1+1335,0.0,10.0
J0801.1+6444,0.8005522,0.25544444
J0801.3+6631,0.14982833,0.37221062
J0802.0+1006,0.0,10.0
J0802.3-0942,0.23531418,0.14808932
J0803.0+2439,0.61200583,0.4443678
J0803.2-0337,0.26104373,0.09570543
J0803.5+2046,0.7083472,0.25940403
J0804.0-3629,0.4225023,0.13469177
J0804.5+0414,0.5297855,0.17475581
J0804.9-0624,0.08744026,0.4432348
J0805.0+6746,0.65234727,0.46186358
J0805.1+7744,0.70749164,0.20724449
J0805.2-0110,0.64147824,0.16688609
J0805.4+6147,0.9142439,0.22383875
J0805.4+7534,0.19626768,0.06462958
J0805.8-2331,0.0,10.0
J0805.9+3834,0.37604806,0.21514806
J0806.1-0458,0.25905707,0.64701456
J0806.5+4503,0.89816403,0.270966
J0806.5+5930,0.3357354,0.1740477
J0806.9-2151,0.0,10.0
J0807.0-6102,0.24765933,0.34034413
J0807.1-0541,0.58078074,0.14701837
J0807.2-7630,0.6099427,0.23219515
J0807.3-1954,0.0,10.0
J0807.7-1206,0.6605836,0.23820211
J0808.2-0751,0.74644715,0.17680018
J0808.5+4950,0.22941929,0.11347029
J0809.3+4053,0.6440432,0.19721349
J0809.5+5341,0.8959925,0.21559387
J0809.6+3455,0.35944134,0.23801833
J0809.8+5218,0.43037096,0.10402439
J0810.9-4926,0.0,10.0
J0811.0-7529,0.12994651,0.05054062
J0811.4+0146,0.5423397,0.13031515
J0811.9+7847,0.0,10.0
J0812.0+0237,0.0,10.0
J0812.3+1143,0.21430801,0.56316626
J0812.5+0711,0.70708936,0.29021955
J0812.6+2821,0.7222619,0.31455085
J0812.8+6507,0.06493413,0.60719836
J0812.9+5555,0.4279385,0.2447778
J0813.7-0356,0.0,10.0
J0814.2-1013,0.26669478,0.09714753
J0814.4+6926,0.0,10.0
J0814.4+2941,0.0,10.0
J0814.5-2642,0.62279594,0.3359163
J0814.6+6430,0.29115862,0.07581591
J0815.6+3641,0.0,10.0
J0815.9+2951,0.3843169,0.4355813
J0816.1+4909,0.0,10.0
J0816.3+5739,0.22200648,0.06936913
J0816.4-1311,0.42427802,0.111154884
J0816.4-0007,0.0,10.0
J0816.7-2420,0.78498995,0.2116088
J0816.9+2050,0.0,10.0
J0817.1+1955,0.0,10.0
J0817.8+3243,0.0,10.0
J0817.8-0934,0.20051219,0.075642385
J0818.2+4222,0.28136963,0.06846533
J0818.4+2816,0.7234401,0.27880585
J0818.7+3153,0.99762803,0.38164183
J0818.8+3229,0.4212561,0.5724235
J0819.0+2746,0.0,10.0
J0819.4-0756,0.0,10.0
J0819.4+4035,0.0,10.0
J0820.1-2801,0.0,10.0
J0820.3+3639,0.20474859,0.15603818
J0820.9+2353,0.35015166,0.24101327
J0820.9-1258,0.0,10.0
J0821.1+1007,0.77277964,0.27744877
J0822.4-2630,0.0,10.0
J0823.1-6330,0.0,10.0
J0823.1+4042,0.871604,0.24422628
J0823.3+2224,0.20453957,0.26971453
J0823.7-4838,0.3045481,0.17888491
J0824.4+2440,1.0760857,0.2635069
J0824.7+5552,0.56171435,0.14277013
J0824.9+3915,0.3478416,0.10716692
J0825.8+0309,0.0,10.0
J0825.9-3218,0.4927265,0.13618805
J0825.9-2230,0.35562548,0.08713195
J0826.4-6404,0.34687713,0.16873628
J0827.0-0708,0.29401493,0.16269524
J0827.6-3735,0.7928778,0.23408067
J0827.8+5221,0.13669015,0.93772507
J0828.0+2307,0.0,10.0
J0828.3+4152,0.0,10.0
J0828.6-0747,0.5115158,0.29376873
J0828.7-2422,0.16211013,0.76510334
J0829.0+1755,0.29180425,0.21245657
J0829.4+0857,0.0,10.0
J0829.6-1140,0.17658973,0.13840882
J0829.7+5105,0.0,10.0
J0829.7-5856,0.22057125,0.11015607
J0830.0+5231,0.16755193,0.8901901
J0830.1-0946,0.637193,0.37757555
J0830.8+2410,1.5873075,0.37541944
J0831.4+2631,0.3456329,0.2929659
J0831.5+1747,0.65646553,0.27144605
J0831.8+0429,0.5054449,0.121504076
J0832.2+2753,0.0,10.0
J0832.4+4912,0.0,10.0
J0833.4-0458,0.36721572,0.20651567
J0833.9+4223,0.30816397,0.11140572
J0834.6+4402,0.4674374,0.18277983
J0835.0+6243,0.0,10.0
J0835.2-2243,0.0,10.0
J0835.7+0936,0.55523306,0.3290028
J0836.2+2141,0.44713268,0.16315535
J0836.5-2026,0.36662954,0.13298774
J0836.9+5833,0.0,10.0
J0837.3+1458,0.0,10.0
J0839.4+1803,0.39321753,0.17844227
J0839.7+3540,0.15106736,0.17643227
J0839.8+0105,0.6021801,0.15511909
J0840.8+1317,1.3007978,0.35765126
J0841.3-3554,0.36693975,0.109587625
J0841.3+7053,0.88432527,0.208872
J0842.3-6053,0.5322564,0.14257658
J0842.5+0251,0.41334036,0.42071512
J0842.7+6656,0.16839673,0.88891536
J0843.0-0853,0.7638777,0.2944249
J0844.2+5312,0.35975987,0.1036612
J0844.9-5458,0.12740234,0.06622571
J0845.4+0442,0.53703547,0.4144137
J0845.7-5556,0.0,10.0
J0846.5-2609,0.0,10.0
J0846.9+4608,0.39739543,0.22080189
J0847.0-2336,0.14419712,0.09022519
J0847.2+1134,0.30029172,0.15281151
J0847.9-0702,0.14897004,0.17082535
J0848.0-0524,0.32524294,0.23336655
J0848.7+0508,0.0,10.0
J0848.7+7017,0.0,10.0
J0848.9+0205,0.0,10.0
J0849.1+6607,0.3146903,0.11656216
J0849.4-2911,0.526772,0.17603533
J0849.5+0456,0.1397399,0.1775779
J0849.8-3541,0.7757739,0.20152132
J0850.0+4855,0.45046082,0.11014976
J0850.0+5108,0.92200965,0.2191051
J0850.1-1212,0.8577827,0.20454352
J0850.5+3455,0.25296795,0.1785862
J0851.5+5528,0.31913537,0.10749913
J0851.9-5229,0.5186435,0.20856169
J0852.2+2834,0.25056952,0.26821297
J0852.5-5755,1.3371024,0.31684905
J0853.1-3657,0.044968624,0.28285643
J0854.0+2753,0.0,10.0
J0854.3+4408,0.34198326,0.19608825
J0854.8+2006,0.48336267,0.11514024
J0855.4-0714,0.33446544,0.2175305
J0855.9+7144,0.40902776,0.16271135
J0856.4-5309,0.16092107,0.72216606
J0856.6-1105,0.18560208,0.05712221
J0856.8+2056,0.16963057,0.18391211
J0856.8+8559,0.4160699,0.5921388
J0857.7+0137,0.0,10.0
J0857.9-1949,0.5820112,0.15579124
J0858.1+1405,0.0,10.0
J0859.4+6218,0.5129353,0.21947955
J0859.4+8345,0.0,10.0
J0900.6-7408,0.5230361,0.19137044
J0900.7-1243,1.1025275,0.2888342
J0901.2+6742,0.3284514,0.15924464
J0901.4+4542,0.0,10.0
J0901.5+6711,0.22846803,0.39283654
J0902.4+6440,0.43355936,0.32422122
J0902.4+2051,0.38780633,0.103099406
J0902.5-4801,0.0,10.0
J0903.1+4652,0.2580943,0.09704654
J0904.0+2724,0.47335368,0.17027493
J0904.5-3513,0.83351105,0.21278313
J0904.6+4238,0.0,10.0
J0904.9-5734,0.62251043,0.14833625
J0905.6+1358,0.28099713,0.09842919
J0906.2-1707,0.0,10.0
J0906.3-0905,0.8858906,0.2319575
J0906.7+4950,0.69509894,0.36934337
J0908.9+2311,0.30380118,0.15312828
J0909.1+0121,0.9228733,0.21950048
J0909.6+0159,0.17253782,0.10420055
J0909.7-0230,0.39882192,0.099230714
J0909.7+3104,0.0,10.0
J0910.0+4257,0.2655381,0.2053015
J0910.6+3329,0.17575863,0.07280499
J0910.6+2247,1.1673994,0.2916491
J0910.8+3859,0.53653735,0.16867355
J0911.0-5047,0.9669175,0.29559204
J0911.7+3349,0.27104604,0.32038692
J0912.2+4127,1.2389816,0.29844403
J0912.2-2751,0.0,10.0
J0912.2+2800,0.25604573,0.6532858
J0912.5+1556,0.35778522,0.2629577
J0912.9-2102,0.15428601,0.10327865
J0913.3+8133,0.59344417,0.39809892
J0914.1-0202,0.0,10.0
J0914.4+0249,0.4392549,0.34519765
J0914.8+5846,0.32762155,0.48702323
J0915.4-3027,0.44869024,0.17517617
J0915.9+2933,0.1407065,0.053700376
J0916.7+3856,0.60448176,0.16205521
J0916.7+5238,0.17845297,0.60910034
J0917.1-2131,0.46080953,0.2553941
J0917.3-0342,0.0,10.0
J0918.9-0625,0.36934426,0.42105198
J0919.3-2202,0.0,10.0
